# Time, Jaccard index
0.000000000000000000e+00 1.000000000000000000e+00
1.651666666666666572e+01 9.539749206438021822e-01
3.303333333333333144e+01 8.991199771447384581e-01
4.953333333333333144e+01 8.590912376320586352e-01
6.603333333333333144e+01 8.272511595601709233e-01
8.251666666666666572e+01 8.022985419466005519e-01
9.904999999999999716e+01 7.784985960331016752e-01
1.155999999999999943e+02 7.570515542157901789e-01
1.370666666666666629e+02 7.395165036859759899e-01
1.535666666666666629e+02 7.136541659527910753e-01
1.700500000000000114e+02 6.975413330154147662e-01
1.865666666666666629e+02 7.018084730292961648e-01
2.030500000000000114e+02 6.853620578667031227e-01
2.196166666666666742e+02 6.848077895323876341e-01
2.361166666666666742e+02 6.779946807382520868e-01
2.525999999999999943e+02 6.687305796584439577e-01
2.691000000000000227e+02 6.699533777871751195e-01
2.856000000000000227e+02 6.728965564621594009e-01
3.069166666666666856e+02 6.750657821732867214e-01
3.234166666666666856e+02 6.650260050831862113e-01
3.399333333333333371e+02 6.648546269111694773e-01
3.564333333333333371e+02 6.634157511381707506e-01
3.729499999999999886e+02 6.681832255910674645e-01
3.894499999999999886e+02 6.695140140917145155e-01
4.059666666666666401e+02 6.716749892131078647e-01
4.224666666666666401e+02 6.697665877269488588e-01
4.389666666666666401e+02 6.728155458257681909e-01
4.554833333333333485e+02 6.652029926823561645e-01
4.768166666666666629e+02 6.687736571002839137e-01
4.933166666666666629e+02 6.622000647847621213e-01
5.098333333333333144e+02 6.617617931080335136e-01
5.263333333333333712e+02 6.671728553728087929e-01
5.428333333333333712e+02 6.785896296914207815e-01
5.593333333333333712e+02 6.793721404827914867e-01
5.758500000000000227e+02 6.761378725874505058e-01
5.923500000000000227e+02 6.790674722671508068e-01
6.088666666666666742e+02 6.815728294425625888e-01
6.253666666666666742e+02 6.774320331511619608e-01
6.467000000000000455e+02 6.885510403989455464e-01
6.632166666666666970e+02 6.773190411391462051e-01
6.797166666666666970e+02 6.820785675302374340e-01
6.962333333333333485e+02 6.862431419105448072e-01
7.127500000000000000e+02 6.870508141179526573e-01
7.292333333333333485e+02 6.871331134558862352e-01
7.457666666666666515e+02 6.876122580346015756e-01
7.622833333333333030e+02 6.856327662041675763e-01
7.787833333333333030e+02 6.851645344987584707e-01
7.952999999999999545e+02 6.870319352761821152e-01
8.166499999999999773e+02 6.919494994797247278e-01
8.331666666666666288e+02 6.861781383836100812e-01
8.497000000000000455e+02 6.885349514308598540e-01
8.662000000000000455e+02 6.887538086074352917e-01
8.827166666666666970e+02 6.897396238615699504e-01
8.992333333333333485e+02 6.886949737641742120e-01
9.157500000000000000e+02 6.892238477255828721e-01
9.322500000000000000e+02 6.886616653974636515e-01
9.487666666666666515e+02 6.869074259384875258e-01
9.652666666666666515e+02 6.871723205586733885e-01
9.866166666666666742e+02 6.914747553970360672e-01
1.003133333333333326e+03 6.853992421872066032e-01
1.019649999999999977e+03 6.865704446076225098e-01
1.036166666666666742e+03 6.835797865210271329e-01
1.052666666666666742e+03 6.839806493332134529e-01
1.069166666666666742e+03 6.847923579513507386e-01
1.085683333333333394e+03 6.849428213447305014e-01
1.102200000000000045e+03 6.835637279565610624e-01
1.118700000000000045e+03 6.843504868359108206e-01
1.135216666666666697e+03 6.828819813634783298e-01
1.156549999999999955e+03 6.842283704858233007e-01
1.173049999999999955e+03 6.783980756669260037e-01
1.189549999999999955e+03 6.770853217238965716e-01
1.206049999999999955e+03 6.788132599632887842e-01
1.222599999999999909e+03 6.777126847863447212e-01
1.239116666666666561e+03 6.784464279227996331e-01
1.255633333333333439e+03 6.777899073462361201e-01
1.272183333333333394e+03 6.785907423929584681e-01
1.288783333333333303e+03 6.776281029571379344e-01
1.305299999999999955e+03 6.776554643400697353e-01
1.326666666666666742e+03 6.753123001543390735e-01
1.343216666666666697e+03 6.777835140030878947e-01
1.359816666666666606e+03 6.765862037516884309e-01
1.376349999999999909e+03 6.757264040971281416e-01
1.392883333333333439e+03 6.761855956338168605e-01
1.409466666666666697e+03 6.760348814471601742e-01
1.426000000000000000e+03 6.760697215489129830e-01
1.442533333333333303e+03 6.760609270958486405e-01
