# Time, Jaccard index
0.000000000000000000e+00 1.000000000000000000e+00
7.383333333333333748e+00 9.585795753198798064e-01
1.476666666666666750e+01 9.747983217538592760e-01
2.216666666666666785e+01 9.531541915101339191e-01
2.955000000000000071e+01 9.591405061147614264e-01
3.696666666666666856e+01 9.580693929596479919e-01
4.436666666666666714e+01 9.306767788174497014e-01
5.176666666666666572e+01 9.370694579775389332e-01
5.916666666666666430e+01 9.240258362498595668e-01
6.656666666666666288e+01 9.395516102540719672e-01
7.951666666666666572e+01 8.926973206356390023e-01
8.693333333333333712e+01 9.405675848766971159e-01
9.433333333333332860e+01 9.014140057978955456e-01
1.017999999999999972e+02 8.740598383587117048e-01
1.092166666666666686e+02 9.273086836363952923e-01
1.166166666666666600e+02 9.335823613087382844e-01
1.240333333333333314e+02 9.371632618692001815e-01
1.314499999999999886e+02 9.309920361541826894e-01
1.388666666666666742e+02 9.118099298534710906e-01
1.462666666666666799e+02 9.106714994783375872e-01
1.591999999999999886e+02 9.299797221224590515e-01
1.665999999999999943e+02 9.253658367126351703e-01
1.740166666666666799e+02 9.258498844185822918e-01
1.814166666666666572e+02 9.151390540784511973e-01
1.888333333333333428e+02 8.713957336552294874e-01
1.962500000000000000e+02 9.001463328448655599e-01
2.036666666666666572e+02 9.109168725308111059e-01
2.110666666666666629e+02 9.090382346125500668e-01
2.184666666666666686e+02 9.156778110639459678e-01
2.258833333333333258e+02 9.007811512427074119e-01
2.388333333333333428e+02 9.021411267138278456e-01
2.462500000000000000e+02 8.257082359659646542e-01
2.536666666666666572e+02 8.495890782689613507e-01
2.610666666666666629e+02 8.646546798275226431e-01
2.684833333333333485e+02 8.188118398249815133e-01
2.758833333333333258e+02 8.719389864310983507e-01
2.833000000000000114e+02 8.664084863899431666e-01
2.906999999999999886e+02 8.590712480799933548e-01
2.981166666666666742e+02 8.959151666783315981e-01
3.055333333333333599e+02 8.921510780521972883e-01
3.186333333333333258e+02 8.433833392762818404e-01
3.260500000000000114e+02 8.584567378118440617e-01
3.334499999999999886e+02 8.734077188340864106e-01
3.408666666666666742e+02 8.655017800605127043e-01
3.482666666666666515e+02 8.714513983080836024e-01
3.556833333333333371e+02 8.455853683425887946e-01
3.630833333333333144e+02 8.825446707211872521e-01
3.705000000000000000e+02 8.302276164376035661e-01
3.779166666666666856e+02 8.733129031704723877e-01
3.853333333333333144e+02 8.688846272010039007e-01
3.984499999999999886e+02 8.738831757648723997e-01
4.058666666666666742e+02 8.735512842091716079e-01
4.132833333333333599e+02 8.714118090061457877e-01
4.206999999999999886e+02 8.713595336267113689e-01
4.281166666666666742e+02 8.586549504980154346e-01
4.355166666666666515e+02 8.267911359400035298e-01
4.429499999999999886e+02 8.202134803236351690e-01
4.503666666666666742e+02 8.386705008267524297e-01
4.577833333333333599e+02 8.593504381969689909e-01
4.651999999999999886e+02 8.569485726112439083e-01
4.783166666666666629e+02 8.503745268209788044e-01
4.857333333333333485e+02 8.514193531740985588e-01
4.931499999999999773e+02 8.624901596584328978e-01
5.005666666666666629e+02 8.597959216333340704e-01
5.080000000000000000e+02 8.072370452517776407e-01
5.153999999999999773e+02 8.473232291336015853e-01
5.228166666666667197e+02 8.547214267772659246e-01
5.302500000000000000e+02 8.392476655815175324e-01
5.376499999999999773e+02 8.370962326562820799e-01
5.450666666666667197e+02 8.418807555374615559e-01
5.582000000000000455e+02 8.364548017123992762e-01
5.656166666666666742e+02 8.413709045620824112e-01
5.730166666666666515e+02 8.411254230298236267e-01
5.804500000000000455e+02 7.977475892437742022e-01
5.878666666666666742e+02 8.241887530331265532e-01
5.952833333333333030e+02 8.318651965906539436e-01
6.026833333333332803e+02 8.365900165928107368e-01
6.101000000000000227e+02 8.262262549698586866e-01
6.175166666666666515e+02 8.347555551880850855e-01
6.249166666666666288e+02 8.258496421754012440e-01
