# Time, Spearman
0.000000000000000000e+00 nan
7.383333333333333748e+00 nan
1.476666666666666750e+01 -9.999999999999998890e-01
2.216666666666666785e+01 -5.000000000000000000e-01
2.955000000000000071e+01 -7.999999999999999334e-01
3.696666666666666856e+01 -4.999999999999999445e-01
4.436666666666666714e+01 -5.999999999999999778e-01
5.176666666666666572e+01 -7.500000000000002220e-01
5.916666666666666430e+01 -8.095238095238096454e-01
6.656666666666666288e+01 -8.666666666666666963e-01
7.951666666666666572e+01 -8.303030303030302095e-01
8.693333333333333712e+01 -8.727272727272729069e-01
9.433333333333332860e+01 -7.972027972027972975e-01
1.017999999999999972e+02 -8.296703296703297204e-01
1.092166666666666686e+02 -8.637362637362637763e-01
1.166166666666666600e+02 -8.428571428571428603e-01
1.240333333333333314e+02 -7.911764705882353699e-01
1.314499999999999886e+02 -7.205882352941177516e-01
1.388666666666666742e+02 -6.842105263157894912e-01
1.462666666666666799e+02 -6.982456140350876694e-01
1.591999999999999886e+02 -7.082706766917291619e-01
1.665999999999999943e+02 -6.883116883116883189e-01
1.740166666666666799e+02 -6.770186335403727274e-01
1.814166666666666572e+02 -6.650197628458498489e-01
1.888333333333333428e+02 -6.678260869565216806e-01
1.962500000000000000e+02 -7.061538461538461320e-01
2.036666666666666572e+02 -7.196581196581195439e-01
2.110666666666666629e+02 -7.173382173382172322e-01
2.184666666666666686e+02 -7.186644772851669138e-01
2.258833333333333258e+02 -7.059113300492608767e-01
2.388333333333333428e+02 -7.147942157953280917e-01
2.462500000000000000e+02 -7.145161290322581404e-01
2.536666666666666572e+02 -7.404692082111435925e-01
2.610666666666666629e+02 -7.630347593582889054e-01
2.684833333333333485e+02 -7.824293353705117360e-01
2.758833333333333258e+02 -8.005602240896360078e-01
2.833000000000000114e+02 -8.113256113256113178e-01
2.906999999999999886e+02 -8.229018492176385369e-01
2.981166666666666742e+02 -8.334609913557281535e-01
3.055333333333333599e+02 -8.267206477732794712e-01
3.186333333333333258e+02 -8.251407129455911038e-01
3.260500000000000114e+02 -8.350174216027875795e-01
3.334499999999999886e+02 -8.421521756745806719e-01
3.408666666666666742e+02 -8.412866203563877932e-01
3.482666666666666515e+02 -8.443974630021141570e-01
3.556833333333333371e+02 -8.428194993412384539e-01
3.630833333333333144e+02 -8.491520197348134680e-01
3.705000000000000000e+02 -8.400786308973173799e-01
3.779166666666666856e+02 -8.467216673903603663e-01
3.853333333333333144e+02 -8.406122448979591599e-01
3.984499999999999886e+02 -8.384633853541415549e-01
4.058666666666666742e+02 -8.306787330316741658e-01
4.132833333333333599e+02 -8.226756595236062175e-01
4.206999999999999886e+02 -8.176906950491855675e-01
4.281166666666666742e+02 -8.148275204878978606e-01
4.355166666666666515e+02 -8.169552669552669899e-01
4.429499999999999886e+02 -8.235133287764866417e-01
4.503666666666666742e+02 -8.312159709618875958e-01
4.577833333333333599e+02 -8.359838813866929952e-01
4.651999999999999886e+02 -8.344243132670954299e-01
4.783166666666666629e+02 -8.351208669074744462e-01
4.857333333333333485e+02 -8.355367530407190602e-01
4.931499999999999773e+02 -8.356626627382841566e-01
5.005666666666666629e+02 -8.325652841781874258e-01
5.080000000000000000e+02 -8.292582417582418097e-01
5.153999999999999773e+02 -8.370192307692307931e-01
5.228166666666667197e+02 -8.378039870577185244e-01
5.302500000000000000e+02 -8.365392289887462196e-01
5.376499999999999773e+02 -8.388746803069052627e-01
5.450666666666667197e+02 -8.413591523565947528e-01
5.582000000000000455e+02 -8.430933426646838313e-01
5.656166666666666742e+02 -8.451710261569416183e-01
5.730166666666666515e+02 -8.463566788861021095e-01
5.804500000000000455e+02 -8.473096384055289754e-01
5.878666666666666742e+02 -8.534172528693074744e-01
5.952833333333333030e+02 -8.572403982930297817e-01
6.026833333333332803e+02 -8.582638414217361733e-01
