# Time, Spearman
0.000000000000000000e+00 nan
1.559999999999999964e+01 nan
3.123333333333333428e+01 -9.999999999999998890e-01
4.685000000000000142e+01 -1.000000000000000000e+00
6.245000000000000284e+01 -1.000000000000000000e+00
7.803333333333333144e+01 -9.999999999999998890e-01
9.363333333333333997e+01 -1.000000000000000000e+00
1.092666666666666657e+02 -1.000000000000000000e+00
1.248833333333333400e+02 -1.000000000000000000e+00
1.405166666666666799e+02 -9.833333333333332815e-01
1.623166666666666629e+02 -9.636363636363635132e-01
1.779000000000000057e+02 -9.727272727272728847e-01
1.935000000000000000e+02 -9.720279720279720870e-01
2.091333333333333258e+02 -9.780219780219778780e-01
2.270999999999999943e+02 -9.648351648351648491e-01
2.427166666666666686e+02 -9.714285714285713080e-01
2.583333333333333144e+02 -9.323529411764706065e-01
2.739666666666666401e+02 -9.436274509803922461e-01
2.896499999999999773e+02 -8.390092879256965119e-01
3.052666666666666515e+02 -8.280701754385964009e-01
3.270500000000000114e+02 -8.060150375939849621e-01
3.426999999999999886e+02 -7.714285714285714635e-01
3.583333333333333144e+02 -7.391304347826087584e-01
3.739666666666666401e+02 -7.579051383399210140e-01
3.895666666666666629e+02 -7.869565217391304435e-01
4.051666666666666856e+02 -6.992307692307692113e-01
4.208000000000000114e+02 -7.326495726495725336e-01
4.363999999999999773e+02 -6.630036630036629797e-01
4.520166666666666515e+02 -5.900383141762451933e-01
4.676499999999999773e+02 -5.556650246305417928e-01
4.894666666666666401e+02 -5.986651835372636121e-01
5.050833333333333144e+02 -5.427419354838710630e-01
5.207166666666666970e+02 -4.941348973607038175e-01
5.363500000000000227e+02 -5.377673796791444527e-01
5.519666666666666970e+02 -4.777692895339953894e-01
5.675833333333333712e+02 -4.582633053221288333e-01
5.832166666666666970e+02 -4.193050193050193997e-01
5.988333333333333712e+02 -3.992413466097676222e-01
6.144500000000000455e+02 -3.857095962359120556e-01
6.300666666666667197e+02 -3.866396761133603643e-01
6.519333333333332803e+02 -3.750469043151970494e-01
6.675666666666667197e+02 -4.108013937282230521e-01
6.832000000000000455e+02 -3.963212057369743246e-01
6.988333333333333712e+02 -3.877982482633645089e-01
7.144666666666666970e+02 -3.747709654686399161e-01
