# Time, Spearman
0.000000000000000000e+00 nan
1.723333333333333428e+01 nan
3.448333333333333428e+01 -9.999999999999998890e-01
5.171666666666666856e+01 -1.000000000000000000e+00
6.896666666666666856e+01 -1.000000000000000000e+00
8.620000000000000284e+01 -9.999999999999998890e-01
1.034333333333333371e+02 -1.000000000000000000e+00
1.206833333333333371e+02 -1.000000000000000000e+00
1.379166666666666572e+02 -1.000000000000000000e+00
1.551500000000000057e+02 -1.000000000000000000e+00
1.724000000000000057e+02 -9.999999999999998890e-01
1.896833333333333371e+02 -9.909090909090909616e-01
2.069166666666666572e+02 -9.930069930069931328e-01
2.241500000000000057e+02 -9.945054945054945250e-01
2.414000000000000057e+02 -9.824175824175823690e-01
2.586499999999999773e+02 -9.785714285714284255e-01
2.758833333333333258e+02 -9.705882352941176405e-01
2.931166666666666742e+02 -9.754901960784314596e-01
3.103500000000000227e+02 -9.669762641898864697e-01
3.276000000000000227e+02 -9.578947368421052433e-01
3.448333333333333144e+02 -9.443609022556390675e-01
3.620666666666666629e+02 -9.363636363636363980e-01
3.793000000000000114e+02 -9.446640316205534571e-01
3.965333333333333599e+02 -9.347826086956521063e-01
4.137833333333333599e+02 -9.252173913043477693e-01
4.310166666666666515e+02 -9.161538461538462075e-01
4.482500000000000000e+02 -9.254700854700853574e-01
4.655000000000000000e+02 -9.334554334554334698e-01
4.827333333333333485e+02 -9.397920087575259984e-01
5.001499999999999773e+02 -9.448275862068963304e-01
5.173999999999999773e+02 -9.501668520578420152e-01
5.347000000000000455e+02 -9.520161290322581848e-01
5.520333333333333030e+02 -9.563782991202344208e-01
5.692666666666666515e+02 -9.602272727272728181e-01
5.865166666666666515e+02 -9.636363636363636243e-01
6.037500000000000000e+02 -9.649859943977593391e-01
6.210000000000000000e+02 -9.678249678249678523e-01
6.382333333333333485e+02 -9.701280227596016381e-01
6.554666666666666970e+02 -9.717693401903927386e-01
6.727166666666666970e+02 -9.732793522267206843e-01
6.899666666666666970e+02 -9.744840525328332115e-01
7.072000000000000455e+02 -9.763066202090593393e-01
7.244500000000000455e+02 -9.768252167571511713e-01
7.416833333333332803e+02 -9.784053156146179653e-01
7.589333333333332803e+02 -9.798449612403100639e-01
7.761666666666666288e+02 -9.811594202898550332e-01
7.933999999999999773e+02 -9.823620104841197520e-01
8.106499999999999773e+02 -9.834643848288623369e-01
8.278833333333333258e+02 -9.838254450716457100e-01
8.451166666666666742e+02 -9.845918367346937483e-01
8.623500000000000227e+02 -9.854981992797118284e-01
8.796000000000000227e+02 -9.857013574660632438e-01
8.968500000000000227e+02 -9.863399641424058784e-01
9.140833333333333712e+02 -9.870988550233832370e-01
9.313166666666667197e+02 -9.877263198017913748e-01
9.486000000000000227e+02 -9.883838383838385866e-01
9.658500000000000227e+02 -9.889268626110733207e-01
9.830833333333333712e+02 -9.893051594503500246e-01
1.000350000000000023e+03 -9.895413577778462422e-01
1.017600000000000023e+03 -9.896551724137931938e-01
1.034849999999999909e+03 -9.898860794665186313e-01
