# Time, Spearman
9.607166666666666970e+02 -9.838567039177628093e-01
9.763333333333333712e+02 -9.830041750618180307e-01
9.919500000000000455e+02 -9.820574844402499837e-01
1.013816666666666720e+03 -9.810212341439883410e-01
1.029466666666666697e+03 -9.799000234384250829e-01
1.045099999999999909e+03 -9.786984031155878672e-01
1.060716666666666697e+03 -9.774208406448685604e-01
1.076349999999999909e+03 -9.760716940052587276e-01
1.092000000000000000e+03 -9.746551924854276461e-01
1.107766666666666652e+03 -9.731754230635123459e-01
1.123383333333333439e+03 -9.716363212415513040e-01
1.139000000000000000e+03 -9.700416654223954493e-01
1.154599999999999909e+03 -9.683950740894703424e-01
1.176450000000000045e+03 -9.667000051897302049e-01
1.192066666666666606e+03 -9.649597572338766138e-01
1.207700000000000045e+03 -9.631774717203694935e-01
1.223316666666666606e+03 -9.613561365650131751e-01
1.238933333333333394e+03 -9.594985902791952626e-01
1.254583333333333258e+03 -9.576075266898106397e-01
1.270200000000000045e+03 -9.424754951874295683e-01
1.285849999999999909e+03 -9.407994429778270273e-01
1.301450000000000045e+03 -9.390939644744987769e-01
1.317083333333333258e+03 -9.373610219254728815e-01
1.338966666666666697e+03 -9.356024956968939099e-01
1.354616666666666561e+03 -9.338201853063499147e-01
1.370266666666666652e+03 -9.320158108862685031e-01
1.385900000000000091e+03 -9.301910149804101247e-01
1.401533333333333303e+03 -9.283473645932753815e-01
1.417150000000000091e+03 -9.264863534262538503e-01
1.432816666666666606e+03 -9.246094042460549778e-01
1.448433333333333394e+03 -9.077785727882315969e-01
1.464083333333333258e+03 -9.061587686761222171e-01
1.479716666666666697e+03 -9.045222455269787964e-01
1.501549999999999955e+03 -9.028701646046742857e-01
1.517216666666666697e+03 -9.012036401831612364e-01
1.532849999999999909e+03 -8.995237405202699543e-01
1.548483333333333348e+03 -8.978314889533504095e-01
1.564116666666666561e+03 -8.961278650877343432e-01
1.579766666666666652e+03 -8.944138060536529489e-01
1.595383333333333439e+03 -8.926902078112155525e-01
1.611049999999999955e+03 -8.909579264864218029e-01
1.626683333333333394e+03 -8.892177797240535808e-01
1.642316666666666606e+03 -8.874705480457260043e-01
1.664183333333333394e+03 -8.857169762034496907e-01
1.679849999999999909e+03 -8.839577745208142545e-01
1.695450000000000045e+03 -8.821936202153982665e-01
1.711133333333333439e+03 -8.804251586972676735e-01
1.726783333333333303e+03 -8.786530048395051473e-01
1.742400000000000091e+03 -8.768777442176080017e-01
1.758049999999999955e+03 -8.750999343153617049e-01
1.773716666666666697e+03 -8.733201056954336128e-01
1.789333333333333258e+03 -8.715387631334713392e-01
1.804966666666666697e+03 -8.697563867149451511e-01
1.826833333333333258e+03 -8.679734328943372601e-01
1.842500000000000000e+03 -8.661903355166090668e-01
1.858116666666666561e+03 -8.644075068011154439e-01
1.873783333333333303e+03 -8.626253382883604104e-01
1.889549999999999955e+03 -8.608442017501493071e-01
1.905166666666666742e+03 -8.590644500638308090e-01
1.920833333333333258e+03 -8.572864180514342403e-01
1.936466666666666697e+03 -8.555104232845845980e-01
1.952116666666666561e+03 -8.537367668561465228e-01
1.967750000000000000e+03 -8.519657341195935318e-01
