parameter,value
acquisition time,2025-05-08T15:37:10.077983
integration time,15
number of averages,100

wavelength,transmittance
504.6397705078125,4711.6925
504.91802978515625,4692.8875
505.1962585449219,4733.9225
505.4743957519531,4799.38
505.7525939941406,4751.6925
506.03076171875,4696.1075
506.3088684082031,4726.0
506.58697509765625,4796.555
506.8650817871094,4754.035
507.1430969238281,4688.0275
507.4211120605469,4602.0825
507.6990966796875,4700.35
507.9770812988281,4784.1375
508.25506591796875,4756.8475
508.532958984375,4715.2025
508.8108825683594,4748.5175
509.0887756347656,4701.0675
509.3666076660156,4663.1975
509.6444396972656,4681.1225
509.92230224609375,4715.14
510.2000427246094,4718.42
510.47784423828125,4703.705
510.7554931640625,4718.7525
511.0332946777344,4729.43
511.31097412109375,4748.19
511.588623046875,4736.8625
511.86627197265625,4725.235
512.1439208984375,4679.345
512.4215087890625,4632.705
512.6990356445312,4673.1075
512.9766845703125,4694.0525
513.2540893554688,4673.6875
513.5316772460938,4665.2225
513.8091430664062,4630.59
514.0866088867188,4673.865
514.364013671875,4652.425
514.6414184570312,4642.4175
514.9188232421875,4639.46
515.1961669921875,4611.98
515.4735107421875,4587.165
515.7507934570312,4644.685
516.0281372070312,4667.6575
516.3053588867188,4622.9225
516.5826416015625,4633.8725
516.85986328125,4673.8725
517.1370239257812,4660.42
517.4142456054688,4610.16
517.6912841796875,4609.29
517.9684448242188,4654.02
518.2455444335938,4639.115
518.5225830078125,4639.8275
518.7996826171875,4641.9375
519.0767211914062,4673.7225
519.3536987304688,4716.3175
519.6306762695312,4677.88
519.9076538085938,4658.7725
520.1845703125,4617.5975
520.4614868164062,4605.0625
520.7384033203125,4589.3475
521.0151977539062,4627.44
521.2920532226562,4670.78
521.56884765625,4681.9175
521.8456420898438,4635.73
522.1224365234375,4601.2575
522.3991088867188,4602.3225
522.6758422851562,4639.7525
522.9525146484375,4643.235
523.2291870117188,4660.1175
523.505859375,4638.4925
523.782470703125,4658.9125
524.05908203125,4687.28
524.3356323242188,4695.56
524.6121826171875,4666.5875
524.888671875,4705.8825
525.1652221679688,4693.1025
525.441650390625,4687.635
525.7180786132812,4697.9925
525.9945068359375,4727.955
526.2708740234375,4727.23
526.5473022460938,4744.6325
526.8236694335938,4745.98
527.0999755859375,4794.3275
527.3762817382812,4777.0975
527.6526489257812,4755.675
527.9288330078125,4773.985
528.205078125,4756.5975
528.481201171875,4785.39
528.7574462890625,4866.2125
529.0336303710938,4881.8225
529.3097534179688,4839.165
529.5858154296875,4852.15
529.8619995117188,4825.5675
530.1380004882812,4870.4025
530.4140014648438,4879.2525
530.6900634765625,4891.345
530.9660034179688,4913.7125
531.2420043945312,4886.4025
531.5179443359375,4906.5525
531.7938842773438,4959.96
532.0697631835938,4968.3325
532.3456420898438,4944.355
532.6214599609375,4966.01
532.8972778320312,5035.5
533.1730346679688,5107.2725
533.4488525390625,5143.57
533.7246704101562,5122.215
534.0003662109375,5112.8275
534.2760620117188,5152.285
534.5517578125,5175.36
534.8273315429688,5151.1775
535.1029663085938,5181.195
535.3785400390625,5246.82
535.6541748046875,5205.9575
535.9297485351562,5208.25
536.2052612304688,5228.5275
536.480712890625,5193.1175
536.7562866210938,5206.8325
537.0316772460938,5200.99
537.30712890625,5252.535
537.58251953125,5307.1375
537.8578491210938,5333.6425
538.1332397460938,5359.02
538.4086303710938,5382.7925
538.6838989257812,5398.43
538.959228515625,5421.0675
539.2344360351562,5429.6625
539.5096435546875,5445.34
539.784912109375,5459.87
540.06005859375,5435.68
540.335205078125,5420.535
540.6104125976562,5478.815
540.885498046875,5578.33
541.1605834960938,5558.97
541.4357299804688,5566.305
541.710693359375,5561.47
541.9857177734375,5631.29
542.2607421875,5683.7025
542.53564453125,5696.765
542.8106689453125,5690.9225
543.0855102539062,5643.6275
543.3604125976562,5688.2025
543.6353149414062,5730.425
543.9100952148438,5755.8425
544.1849975585938,5784.89
544.4597778320312,5793.305
544.7344970703125,5809.4075
545.00927734375,5848.7375
545.2840576171875,5875.49
545.5586547851562,5838.27
545.8333740234375,5846.8875
546.1079711914062,5846.5925
546.3826293945312,5891.25
546.6572265625,5915.01
546.9317626953125,5940.645
547.2063598632812,5971.825
547.4808959960938,6057.545
547.75537109375,6135.51
548.0298461914062,6193.95
548.3043212890625,6174.9825
548.5786743164062,6145.245
548.8531494140625,6143.5925
549.1275024414062,6142.09
549.40185546875,6076.1075
549.6762084960938,6169.3375
549.9505004882812,6233.4
550.2247924804688,6160.3375
550.4990844726562,6239.625
550.7732543945312,6235.84
551.0474853515625,6240.2425
551.3217163085938,6216.315
551.5957641601562,6263.9975
551.8699340820312,6428.125
552.14404296875,6496.7925
552.4181518554688,6472.95
552.6921997070312,6457.8775
552.9661865234375,6483.5175
553.240234375,6496.1
553.5142211914062,6574.29
553.7881469726562,6626.64
554.0620727539062,6591.54
554.3360595703125,6582.5325
554.60986328125,6521.105
554.8837280273438,6578.1075
555.1575927734375,6721.6575
555.431396484375,6775.3975
555.7052001953125,6749.825
555.9789428710938,6816.17
556.252685546875,6807.055
556.5263671875,6826.7625
556.800048828125,6743.55
557.07373046875,6846.005
557.347412109375,6861.705
557.6209716796875,6879.6525
557.89453125,6941.3275
558.1681518554688,6967.4075
558.441650390625,6913.8375
558.7152099609375,6946.6175
558.9887084960938,7001.43
559.2620849609375,7070.98
559.5355834960938,7083.2475
559.8090209960938,7123.1075
560.0823974609375,7241.825
560.355712890625,7301.0625
560.6290283203125,7281.185
560.90234375,7350.4025
561.1756591796875,7334.615
561.4489135742188,7304.6275
561.72216796875,7338.7025
561.9954223632812,7376.0475
562.2685546875,7404.1475
562.541748046875,7391.7125
562.81494140625,7434.985
563.0879516601562,7506.895
563.361083984375,7552.8625
563.6340942382812,7580.2225
563.9071655273438,7615.7225
564.1802368164062,7735.8875
564.453125,7750.8
564.7261352539062,7691.27
564.9990844726562,7783.1075
565.27197265625,7889.1575
565.5448608398438,7745.52
565.8177490234375,7739.0475
566.090576171875,7899.72
566.3634033203125,7896.77
566.6361694335938,7966.0125
566.908935546875,8100.6075
567.1817016601562,8208.9225
567.454345703125,8313.3825
567.72705078125,8234.505
567.999755859375,8246.1025
568.2723999023438,8370.38
568.5449829101562,8502.17
568.817626953125,8593.2775
569.0901489257812,8593.6175
569.3626708984375,8847.815
569.6351928710938,9178.7675
569.9076538085938,9169.9425
570.18017578125,9087.97
570.4525756835938,8941.7825
570.7249755859375,9025.4475
570.9974365234375,9457.245
571.2697143554688,9547.2425
571.5420532226562,9386.595
571.8143920898438,9739.015
572.086669921875,9801.0725
572.3589477539062,9260.65
572.6311645507812,9048.215
572.9033813476562,9084.8075
573.1755981445312,9898.2925
573.44775390625,10165.62
573.7198486328125,9992.8275
573.9920043945312,9917.43
574.2640380859375,10405.3375
574.5360717773438,10216.145
574.8081665039062,10125.825
575.0801391601562,10365.8125
575.3521728515625,10151.81
575.6241455078125,9784.09
575.8960571289062,9938.43
576.1679077148438,10149.57
576.4398803710938,10507.315
576.711669921875,10339.815
576.9835205078125,10394.595
577.2553100585938,10232.16
577.527099609375,11121.5775
577.798828125,11916.495
578.070556640625,11581.545
578.34228515625,10713.66
578.6139526367188,10474.395
578.8856201171875,10424.92
579.1572265625,10055.6025
579.4288940429688,10697.33
579.7003784179688,11198.175
579.9719848632812,10800.1925
580.2435302734375,11122.7775
580.5150146484375,10942.9125
580.7864990234375,10357.145
581.0579223632812,10740.395
581.3294067382812,13140.885
581.600830078125,13594.345
581.8721313476562,12038.5525
582.1434936523438,12011.0
582.4148559570312,11293.845
582.6860961914062,10525.2
582.9574584960938,10377.57
583.2286987304688,10230.44
583.4998779296875,10016.9325
583.7711181640625,10076.62
584.0422973632812,10787.69
584.3133544921875,11192.9175
584.5845336914062,11039.715
584.8555908203125,11593.43
585.1266479492188,11917.4325
585.3977661132812,11331.575
585.6687622070312,11354.595
585.9397583007812,11126.08
586.2107543945312,10500.4375
586.481689453125,10438.6225
586.7526245117188,10586.3275
587.0234985351562,11012.9575
587.2943115234375,11203.1425
587.565185546875,11301.87
587.8359985351562,11396.1725
588.1068115234375,10737.425
588.3775634765625,10941.645
588.6483154296875,11160.5725
588.9190063476562,10567.215
589.189697265625,10206.48
589.4603271484375,10269.4925
589.7310180664062,10641.99
590.0015869140625,10529.18
590.2721557617188,10278.225
590.542724609375,10439.735
590.8133544921875,10361.005
591.0838012695312,10218.44
591.3543090820312,10293.49
591.624755859375,10484.125
591.8951416015625,10470.7425
592.1655883789062,10178.7125
592.4359130859375,10683.9375
592.706298828125,11799.8875
592.9766845703125,11659.235
593.2469482421875,11179.27
593.5172119140625,11196.8725
593.7874755859375,10921.63
594.0577392578125,10771.0925
594.3279418945312,10462.45
594.5980834960938,10686.95
594.8682250976562,11457.835
595.1383666992188,11396.215
595.408447265625,10987.715
595.6785278320312,10844.885
595.9485473632812,10743.615
596.2185668945312,10468.5075
596.4885864257812,10546.385
596.7586059570312,10491.875
597.0285034179688,10706.36
597.2984619140625,10753.45
597.5682983398438,10960.635
597.8381958007812,10866.5725
598.1080322265625,10477.0725
598.3778076171875,10551.1575
598.6476440429688,11068.945
598.9174194335938,11763.4175
599.1870727539062,11150.3725
599.4568481445312,10714.27
599.7265014648438,10920.41
599.9961547851562,11045.9875
600.2658081054688,11142.2275
600.5354614257812,10986.405
600.8049926757812,11008.7225
601.0745849609375,11242.0
601.3441162109375,10973.875
601.6135864257812,10799.145
601.883056640625,10966.31
602.1524658203125,10726.9725
602.4219360351562,10722.23
602.6913452148438,11116.0
602.960693359375,10993.1675
603.2301025390625,11344.265
603.4994506835938,11429.83
603.7686767578125,11027.7975
604.0379638671875,10798.4825
604.3072509765625,10768.5175
604.576416015625,10619.9425
604.8456420898438,10521.185
605.1148071289062,10863.14
605.3839721679688,11043.105
605.653076171875,10940.0025
605.922119140625,11032.47
606.1912231445312,10707.7625
606.4602661132812,10585.36
606.7293090820312,10800.72
606.9982299804688,10794.4625
607.2672729492188,10793.55
607.5361328125,10730.7425
607.8051147460938,10636.79
608.073974609375,10559.2925
608.3428344726562,10618.92
608.6116333007812,10574.225
608.8804321289062,10539.625
609.1492309570312,10477.38
609.41796875,10268.175
609.6866455078125,10595.73
609.9553833007812,11020.5025
610.22412109375,10805.4425
610.49267578125,10395.225
610.7613525390625,10567.6475
611.0299682617188,10609.6325
611.2985229492188,10409.0475
611.5670776367188,10679.6475
611.8356323242188,10612.26
612.10400390625,10251.9625
612.37255859375,10250.0775
612.6409301757812,10526.47
612.909423828125,10506.47
613.1777954101562,10434.595
613.4461669921875,10396.9475
613.7144775390625,10490.8075
613.9827880859375,10488.3825
614.2510375976562,10373.0775
614.5193481445312,10488.84
614.78759765625,10432.4925
615.0557861328125,10316.17
615.323974609375,10469.18
615.592041015625,10559.41
615.8602294921875,10302.4075
616.1282958984375,9913.6575
616.3963623046875,10122.41
616.6644287109375,10168.95
616.9324951171875,10059.59
617.200439453125,10188.1825
617.4684448242188,10116.805
617.7363891601562,10076.7025
618.0042724609375,10231.935
618.2721557617188,10056.865
618.5400390625,9823.515
618.807861328125,9889.7275
619.07568359375,10019.0725
619.3434448242188,9880.5475
619.6112060546875,9923.9375
619.8789672851562,10156.6125
620.1466674804688,10149.71
620.4143676757812,9905.7175
620.6820068359375,9740.835
620.9495849609375,9495.6975
621.2172241210938,9376.875
621.4848022460938,9668.8475
621.7523193359375,9705.6025
622.0198364257812,9571.3725
622.287353515625,9549.565
622.5548706054688,9434.2325
622.822265625,9358.4975
623.0896606445312,9448.9825
623.3570556640625,9259.385
623.6244506835938,9018.4625
623.8917846679688,9000.8075
624.1591186523438,8919.23
624.4263916015625,9078.2525
624.6936645507812,9006.7175
624.9608764648438,8746.9675
625.2280883789062,8982.7475
625.4952392578125,9327.735
625.7623901367188,9468.405
626.029541015625,9391.1625
626.296630859375,9338.815
626.5636596679688,9408.5225
626.8307495117188,9410.2825
627.0977783203125,9453.2225
627.3648071289062,9519.6275
627.6316528320312,9481.995
627.898681640625,9446.5925
628.1655883789062,9409.6325
628.4324951171875,9343.015
628.6993408203125,9427.305
628.9661865234375,9456.7425
629.2329711914062,9514.7675
629.499755859375,9535.705
629.7664794921875,9432.525
630.033203125,9383.6
630.2999267578125,9439.71
630.5665893554688,9389.835
630.833251953125,9374.2575
631.0999145507812,9310.875
631.366455078125,9262.7175
631.633056640625,9293.0275
631.899658203125,9370.76
632.1660766601562,9201.565
632.4326171875,9157.3725
632.698974609375,9178.57
632.9654541015625,9111.5125
633.2318725585938,9114.185
633.498291015625,9061.3825
633.7646484375,9045.135
634.031005859375,9032.115
634.2973022460938,9036.925
634.5635375976562,9020.7175
634.829833984375,9051.47
635.0960083007812,9075.2775
635.3622436523438,9172.5
635.62841796875,9131.8075
635.89453125,9117.6675
636.1607055664062,9209.555
636.4266967773438,9338.48
636.6927490234375,9332.0025
636.9588623046875,9326.225
637.224853515625,9336.5575
637.4907836914062,9372.02
637.7567749023438,9504.33
638.022705078125,9454.3125
638.2886352539062,9555.88
638.5545043945312,9652.715
638.8203125,9660.4325
639.086181640625,9610.5025
639.3519287109375,9652.7175
639.6177368164062,9643.0075
639.8834838867188,9664.48
640.149169921875,9688.4925
640.4148559570312,9722.8025
640.6805419921875,9749.56
640.9461669921875,9734.4925
641.2117919921875,9698.5825
641.4774169921875,9678.5825
641.7428588867188,9707.88
642.0084228515625,9637.285
642.2739868164062,9683.0925
642.5394287109375,9688.235
642.8048706054688,9736.265
643.0702514648438,9822.1275
643.335693359375,9837.3575
643.60107421875,9787.515
643.8663940429688,9862.885
644.1317138671875,9806.445
644.3970336914062,9874.72
644.6622924804688,9914.83
644.927490234375,9832.2175
645.1926879882812,9886.7325
645.4578247070312,9916.895
645.7230224609375,9828.2675
645.9882202148438,9805.38
646.2532348632812,9782.94
646.518310546875,9573.695
646.7833862304688,9454.985
647.0484008789062,9382.385
647.3133544921875,9284.8075
647.5783081054688,9282.9025
647.8433227539062,9362.3875
648.1082153320312,9357.46
648.373046875,9410.4
648.637939453125,9372.53
648.9027709960938,9302.82
649.1675415039062,9401.7425
649.4323120117188,9369.23
649.6970825195312,9230.7775
649.9617919921875,9237.5475
650.2265014648438,9224.6
650.4911499023438,9190.135
650.7557983398438,9192.6925
651.0204467773438,9151.7725
651.2849731445312,9190.025
651.5494995117188,9220.615
651.8141479492188,9199.1475
652.0785522460938,9142.145
652.3430786132812,9164.1275
652.6075439453125,9093.865
652.8719482421875,9108.54
653.1363525390625,9205.8175
653.4006958007812,9197.7675
653.6650390625,9164.8775
653.9293823242188,9216.1475
654.193603515625,9191.2525
654.4579467773438,9248.5775
654.72216796875,9444.665
654.986328125,9468.4525
655.2505493164062,9680.655
655.5147094726562,11515.2875
655.77880859375,16383.75
656.0429077148438,16383.75
656.306884765625,16383.75
656.5709838867188,10750.655
656.8350219726562,9703.8025
657.0989990234375,9732.59
657.363037109375,9734.7775
657.626953125,9869.535
657.8908081054688,10049.31
658.1547241210938,10039.4325
658.4185791015625,9995.2525
658.682373046875,10113.745
658.9461669921875,10226.775
659.2099609375,10187.1325
659.4736938476562,10297.7425
659.7374267578125,10257.94
660.0010375976562,10319.51
660.2647705078125,10479.405
660.5284423828125,10472.2925
660.7919921875,10493.79
661.0556030273438,10580.5175
661.3191528320312,10648.8475
661.5826416015625,10671.5475
661.8461303710938,10719.565
662.1096801757812,10764.315
662.373046875,10806.125
662.636474609375,10908.6025
662.89990234375,10945.7525
663.1632690429688,10891.0375
663.4266357421875,10998.5025
663.6898803710938,11021.75
663.953125,11059.075
664.2164306640625,11040.4025
664.4796142578125,11168.36
664.7428588867188,11064.1225
665.0060424804688,11078.945
665.2691650390625,11220.6175
665.5322875976562,11147.575
665.7953491210938,11142.4275
666.0584106445312,11130.8925
666.3214721679688,11116.7575
666.58447265625,11076.95
666.8474731445312,11117.4525
667.1104125976562,11088.76
667.373291015625,11062.6825
667.63623046875,11147.6525
667.8991088867188,11173.9575
668.1619262695312,11055.7375
668.4248046875,11086.3925
668.6875610351562,11132.5775
668.9503173828125,11075.8675
669.2130737304688,11150.31
669.4757690429688,11143.7425
669.7384033203125,11020.4325
670.0010986328125,11084.03
670.263671875,11171.8
670.5262451171875,11074.7675
670.7888793945312,11018.5125
671.0513305664062,11067.2075
671.3139038085938,11070.7775
671.576416015625,11165.5175
671.8388061523438,11308.34
672.1012573242188,11160.2975
672.3637084960938,11148.3625
672.6260375976562,11217.385
672.888427734375,11074.3975
673.1506958007812,11052.1175
673.4129638671875,11034.925
673.67529296875,11048.5425
673.9375,10997.265
674.19970703125,11054.49
674.4618530273438,11079.67
674.7240600585938,10983.63
674.9862060546875,10996.4175
675.248291015625,11103.155
675.5103149414062,11075.16
675.7723999023438,11050.35
676.034423828125,11144.5075
676.29638671875,11093.375
676.558349609375,11045.5025
676.8202514648438,11092.3775
677.0821533203125,11067.54
677.3441162109375,11070.165
677.6058959960938,11192.2125
677.8677368164062,11268.635
678.1295776367188,11110.265
678.3912353515625,11132.875
678.6530151367188,11137.345
678.9147338867188,11078.495
679.1763916015625,11039.77
679.4380493164062,11237.68
679.69970703125,11208.5375
679.9613037109375,11096.63
680.222900390625,11088.6675
680.4844360351562,11065.325
680.7459716796875,10975.2025
681.0074462890625,10973.78
681.2688598632812,11104.04
681.5303344726562,11143.3325
681.7916870117188,11012.2875
682.0531616210938,11082.905
682.3145141601562,10973.6875
682.5757446289062,10917.69
682.8370971679688,10939.605
683.098388671875,10988.5475
683.3595581054688,10954.095
683.6207885742188,11030.165
683.8820190429688,11048.05
684.1431274414062,10912.4275
684.4042358398438,10968.975
684.6653442382812,11059.48
684.9264526367188,11070.275
685.1875,11041.875
685.448486328125,11140.9325
685.70947265625,11096.975
685.970458984375,10890.6025
686.2313842773438,10845.1625
686.4923095703125,10921.3275
686.753173828125,10815.6525
687.0139770507812,10704.065
687.2748413085938,10801.75
687.53564453125,10707.7975
687.79638671875,10477.355
688.05712890625,10556.06
688.3178100585938,10591.7475
688.5784912109375,10506.305
688.8391723632812,10559.635
689.0997314453125,10645.715
689.3604125976562,10647.09
689.6210327148438,10683.0275
689.8814697265625,10755.9125
690.1420288085938,10739.655
690.4025268554688,10734.72
690.6629638671875,10806.5175
690.9234008789062,10953.415
691.1837768554688,10988.9325
691.4441528320312,11038.42
691.7045288085938,11135.8125
691.9647827148438,11061.645
692.2251586914062,11081.9975
692.4853515625,11188.73
692.74560546875,11305.1975
693.0057983398438,11280.4825
693.2659912109375,11446.56
693.5261840820312,11502.375
693.7863159179688,11389.99
694.04638671875,11423.15
694.306396484375,11541.725
694.5664672851562,11574.23
694.826416015625,11671.1825
695.08642578125,11855.055
695.346435546875,12000.6625
695.6063232421875,11930.1775
695.8662719726562,11888.505
696.1260986328125,12037.8275
696.3859252929688,12088.78
696.645751953125,12261.015
696.905517578125,12706.7275
697.165283203125,12898.2325
697.425048828125,12659.9725
697.6846923828125,12702.9825
697.9443969726562,12810.4375
698.2040405273438,12917.8675
698.463623046875,12898.1225
698.7232055664062,13085.615
698.9828491210938,13226.365
699.2423095703125,13235.8875
699.5018310546875,13273.6925
699.7613525390625,13478.43
700.0206909179688,13517.305
700.2802124023438,13461.54
700.53955078125,13671.6875
700.7988891601562,13847.135
701.0582275390625,13826.8725
701.3175048828125,13794.05
701.5767822265625,14104.99
701.8361206054688,14225.655
702.0952758789062,14212.1575
702.3544921875,14348.96
702.6137084960938,14555.79
702.8727416992188,14514.4175
703.1318969726562,14443.0425
703.3909912109375,14614.055
703.6500244140625,14661.36
703.9090576171875,14617.345
704.1680297851562,14704.08
704.427001953125,14772.8875
704.6859130859375,14862.5475
704.9448852539062,14765.23
705.2037353515625,14900.0925
705.4625854492188,14968.655
705.721435546875,14926.9025
705.980224609375,14934.8525
706.2389526367188,15198.6525
706.4976806640625,15258.125
706.7564086914062,15411.4925
707.01513671875,15522.8275
707.2737426757812,15618.845
707.5323486328125,15591.6475
707.7909545898438,15435.1425
708.0494995117188,15596.07
708.30810546875,15563.715
708.5665283203125,15497.85
708.8250732421875,15488.8275
709.0835571289062,15636.3
709.3419799804688,15503.2075
709.600341796875,15506.1025
709.8587646484375,15658.32
710.1170654296875,15686.4975
710.3753662109375,15629.8425
710.6336059570312,15718.495
710.8919067382812,15821.99
711.1502075195312,15658.6675
711.4083251953125,15525.0475
711.66650390625,15688.705
711.9246826171875,15672.5825
712.1827392578125,15602.1875
712.4408569335938,15621.665
712.6989135742188,15871.91
712.9569091796875,15832.785
713.2149658203125,15809.04
713.472900390625,15843.235
713.7308349609375,15997.54
713.98876953125,15900.4325
714.2466430664062,15824.4875
714.5045166015625,15889.3525
714.7623291015625,15976.06
715.0201416015625,15862.2675
715.2778930664062,15930.745
715.53564453125,15981.13
715.7933349609375,15918.825
716.0510864257812,15683.985
716.3087158203125,15699.82
716.5662841796875,15778.5775
716.8239135742188,15765.685
717.0814819335938,15688.3375
717.3389892578125,15755.445
717.5965576171875,15800.44
717.85400390625,15699.43
718.1114501953125,15865.13
718.368896484375,15861.7175
718.6262817382812,15791.5475
718.8836669921875,15689.88
719.1410522460938,15708.765
719.3982543945312,15911.485
719.6556396484375,15753.1525
719.9129028320312,15560.9325
720.1701049804688,15589.6125
720.42724609375,15705.4025
720.6844482421875,15691.505
720.9415893554688,15572.8775
721.1986694335938,15677.765
721.4557495117188,15629.5075
721.7128295898438,15635.52
721.9698486328125,15542.69
722.2268676757812,15641.9275
722.4838256835938,15531.03
722.7407836914062,15425.8225
722.9976196289062,15486.4775
723.2545776367188,15582.92
723.5114135742188,15568.5075
723.7681884765625,15448.025
724.0250244140625,15540.9275
724.28173828125,15554.2375
724.5385131835938,15444.41
724.7952270507812,15423.9925
725.0518798828125,15467.5375
725.3085327148438,15677.6825
725.565185546875,15482.4175
725.82177734375,15440.1425
726.0783081054688,15532.045
726.3348999023438,15531.6425
726.5913696289062,15345.64
726.8478393554688,15295.3325
727.1043701171875,15374.6025
727.3607177734375,15342.2475
727.6171264648438,15335.43
727.8734130859375,15278.985
728.1297607421875,15348.46
728.3861083984375,15401.7475
728.642333984375,15245.765
728.8986206054688,15208.985
729.1548461914062,15440.69
729.4110107421875,15305.7975
729.6671752929688,15292.8825
729.92333984375,15274.345
730.1793823242188,15272.86
730.4354858398438,15273.12
730.6914672851562,15275.445
730.947509765625,15517.0125
731.2034912109375,15471.31
731.45947265625,15289.915
731.7153930664062,15250.9475
731.9713134765625,15261.175
732.2271118164062,15217.2525
732.4830322265625,15116.8625
732.7388305664062,15106.645
732.9945678710938,15209.1875
733.2503662109375,15186.6175
733.506103515625,15197.9925
733.7617797851562,15203.2025
734.0174560546875,15350.8575
734.2730102539062,15496.765
734.5286865234375,15345.72
734.7843017578125,15084.4775
735.039794921875,15157.5425
735.2953491210938,15270.2025
735.5508422851562,15184.955
735.8062133789062,15106.3375
736.0617065429688,15193.6625
736.317138671875,15222.14
736.572509765625,15002.8625
736.8278198242188,15054.025
737.0831298828125,15159.58
737.33837890625,15148.815
737.5936889648438,14946.1
737.848876953125,14815.9425
738.1041259765625,14879.465
738.3593139648438,14929.925
738.6144409179688,14849.26
738.8695068359375,14871.035
739.1246337890625,15148.0825
739.379638671875,15234.905
739.6347045898438,14936.375
739.8897094726562,14964.1425
740.1446533203125,15052.1775
740.399658203125,14911.205
740.6544799804688,14856.5025
740.909423828125,14806.7975
741.1642456054688,14850.7775
741.4190673828125,14767.015
741.673828125,14748.43
741.9286499023438,14878.86
742.183349609375,14877.96
742.4380493164062,14993.8525
742.6927490234375,14896.2
742.9473266601562,14784.7225
743.2019653320312,14820.18
743.45654296875,14744.4675
743.7110595703125,14685.89
743.9656982421875,14630.845
744.2200927734375,14726.9575
744.474609375,14783.06
744.7290649414062,14707.2575
744.9833984375,14665.495
745.2378540039062,14638.1
745.4921875,14660.365
745.7465209960938,14638.8725
746.0008544921875,14604.23
746.2550659179688,14717.06
746.5093383789062,14593.865
746.7635498046875,14516.7175
747.0176391601562,14644.6025
747.2718505859375,14786.0125
747.5259399414062,14706.3625
747.780029296875,14507.33
748.0341186523438,14358.1575
748.2881469726562,14395.82
748.5420532226562,14556.6475
748.7960815429688,14539.1375
749.050048828125,14434.2225
749.3038940429688,14522.8475
749.5578002929688,14630.685
749.8117065429688,14509.415
750.0654296875,14445.51
750.3193359375,14619.6225
750.5730590820312,14607.9775
750.8267822265625,14481.055
751.0804443359375,14319.4425
751.3341674804688,14375.0275
751.5877685546875,14434.04
751.8414306640625,14396.24
752.094970703125,14302.1125
752.3485717773438,14262.6775
752.6021118164062,14362.4625
752.8555297851562,14329.9875
753.1090087890625,14233.45
753.3624267578125,14294.2175
753.6159057617188,14633.21
753.8692626953125,14653.8425
754.12255859375,14265.0725
754.3759155273438,14147.735
754.6292724609375,14310.4175
754.8825073242188,14409.84
755.1357421875,14326.6175
755.388916015625,14255.6025
755.64208984375,14419.0625
755.895263671875,14450.0025
756.1484375,14409.5875
756.4014282226562,14349.39
756.654541015625,14516.85
756.9075317382812,14639.35
757.1605224609375,14445.885
757.4135131835938,14540.0825
757.6663818359375,14705.71
757.9193115234375,14643.7725
758.1721801757812,14501.2125
758.425048828125,14278.905
758.6778564453125,14272.3525
758.9307250976562,14236.34
759.1834106445312,14287.6875
759.4360961914062,14420.4125
759.6888427734375,14404.03
759.9414672851562,14328.29
760.1941528320312,14305.615
760.4467163085938,14381.3125
760.6992797851562,14272.6275
760.951904296875,14278.205
761.204345703125,14268.5025
761.4568481445312,14159.93
761.7093505859375,13893.625
761.9617309570312,13803.6475
762.2142333984375,13862.8375
762.4666137695312,13900.3625
762.7188720703125,13894.65
762.9712524414062,13953.0875
763.2234497070312,14050.525
763.4757080078125,12897.5125
763.7279663085938,1668.67
763.9801025390625,204.82
764.2322998046875,164.7
764.4844970703125,155.0625
764.7365112304688,154.9125
764.9885864257812,156.485
765.2406616210938,154.56
765.49267578125,158.8475
765.74462890625,153.8975
765.9966430664062,158.8375
766.24853515625,151.9625
766.5004272460938,149.74
766.7522583007812,155.485
767.004150390625,153.4225
767.2559204101562,146.23
767.5076904296875,156.205
