# Time, Peak at 2097 cm^-1, Peak at 2173 cm^-1
0.000000000000000000e+00 3.391153713399968073e+00 8.684164981149988805e+00
3.666666666666666408e-01 4.039979905249961867e+00 1.021781191579999337e+01
6.999999999999999556e-01 4.325769105349960952e+00 1.101766616454999514e+01
1.016666666666666607e+00 4.137165534899962971e+00 1.035010913414999045e+01
1.333333333333333259e+00 3.928546866349962752e+00 9.722837438449991154e+00
1.666666666666666741e+00 3.887497557299963713e+00 9.606494813799990595e+00
1.983333333333333393e+00 3.872535466549964056e+00 9.536869758099987493e+00
2.299999999999999822e+00 3.867253587749963639e+00 9.497581039799991132e+00
2.616666666666666696e+00 4.940335013549954191e+00 1.172223556045000059e+01
2.950000000000000178e+00 1.274367653184988036e+01 1.361762894514999189e+01
3.266666666666666607e+00 1.471887551724986309e+01 1.763623649840000240e+01
3.583333333333333481e+00 1.509104483564986054e+01 1.835990387545000502e+01
3.899999999999999911e+00 1.505238246194985763e+01 1.814697977440000898e+01
4.233333333333333393e+00 1.398911009714986875e+01 1.521815558119999601e+01
4.549999999999999822e+00 1.383540242474987103e+01 1.452629967704999103e+01
4.866666666666666252e+00 1.381421229764987224e+01 1.428753632989999289e+01
5.183333333333333570e+00 1.379774932769987039e+01 1.410961870544999286e+01
5.516666666666666607e+00 1.525358382454985673e+01 1.745562115145001059e+01
5.833333333333333037e+00 2.179068203974978957e+01 2.055737687660000290e+01
6.150000000000000355e+00 2.399930695639977785e+01 2.316429002895001332e+01
8.400000000000000355e+00 2.091204486159981002e+01 1.778491104520000476e+01
8.733333333333332504e+00 2.418667004209978089e+01 1.785874368375000287e+01
9.066666666666666430e+00 3.005652126149971082e+01 1.919376157930000204e+01
9.383333333333332860e+00 3.040139036749971524e+01 1.788608837394999540e+01
9.716666666666666785e+00 2.938888739949972972e+01 1.702349497554999758e+01
1.003333333333333321e+01 3.033814524349971009e+01 1.687860064879999911e+01
1.034999999999999964e+01 3.061526426599971273e+01 1.670415265979999475e+01
1.066666666666666607e+01 3.065589404199970502e+01 1.650448931694999999e+01
1.100000000000000000e+01 3.073014535949970849e+01 1.637273151985000297e+01
1.131666666666666643e+01 3.065504641749970816e+01 1.635287881225000106e+01
1.163333333333333286e+01 3.151763020349971001e+01 1.496058953000000180e+01
1.194999999999999929e+01 3.412983547399966255e+01 1.205528948010000789e+01
1.228333333333333321e+01 3.433372856449967259e+01 1.112422377585001065e+01
1.259999999999999964e+01 3.479683644799966658e+01 1.041537404665000821e+01
1.291666666666666607e+01 3.462916757549967173e+01 9.925576719200011055e+00
1.325000000000000000e+01 3.506059842949966310e+01 9.550717308000010064e+00
1.356666666666666643e+01 3.479520764849967662e+01 9.267092698900009751e+00
1.388333333333333286e+01 3.454983299699968313e+01 9.045872912350013451e+00
1.419999999999999929e+01 3.494300441999966722e+01 8.859649494650010837e+00
1.451666666666666750e+01 3.507913819899967223e+01 8.676222122800014702e+00
1.685000000000000142e+01 3.417495065499967666e+01 4.976724565750017426e+00
1.718333333333333357e+01 3.432163417249966386e+01 5.857660440200016971e+00
1.750000000000000000e+01 3.382904512699964528e+01 4.729773544300016397e+00
1.781666666666666643e+01 3.387320308099968713e+01 4.523990880400018177e+00
1.813333333333333286e+01 3.367231422249969341e+01 4.440807074400018095e+00
1.846666666666666501e+01 3.273542976949969585e+01 5.911293863300016049e+00
1.878333333333333499e+01 2.996788683599972103e+01 4.705167915350016550e+00
